"wmc","dit","rfc","noc","cbo","lcom","loc","isBug"
4,1,8,7,2,28,12,"NO"
4,1,11,0,0,6,38,"NO"
16,1,26,0,15,28,55,"NO"
5,3,17,0,9,3,31,"NO"
3,2,5,0,2,6,9,"NO"
10,1,11,0,2,10,26,"NO"
18,2,86,0,5,28,129,"NO"
13,1,43,1,7,21,169,"NO"
1,1,1,0,2,0,3,"NO"
46,2,129,0,15,210,227,"NO"
1,3,1,0,0,0,3,"NO"
1,2,1,1,0,0,3,"NO"
5,1,12,0,2,3,43,"NO"
1,3,1,0,1,0,3,"NO"
4,2,8,0,3,6,13,"NO"
17,1,26,1,6,28,54,"NO"
1,3,3,0,1,0,3,"NO"
8,1,13,0,1,10,34,"NO"
3,2,7,0,4,1,12,"NO"
2,1,3,0,2,3,4,"NO"
23,3,64,0,9,78,164,"NO"
11,1,28,0,229,10,39,"NO"
7,2,23,0,3,21,57,"NO"
4,1,6,0,1,6,13,"NO"
23,4,93,0,13,45,292,"NO"
32,1,41,1,3,325,109,"NO"
13,2,33,0,5,10,71,"NO"
8,3,20,0,5,6,40,"NO"
18,2,17,0,2,28,49,"NO"
9,1,21,0,4,6,68,"NO"
27,2,53,0,7,10,96,"NO"
8,1,11,0,1,6,29,"NO"
43,1,49,0,5,91,205,"NO"
7,1,19,0,9,21,20,"NO"
1,2,1,0,0,0,3,"YES"
24,1,28,0,17,78,77,"NO"
21,2,22,0,6,28,55,"NO"
5,1,10,0,2,6,21,"YES"
4,1,10,0,0,15,18,"NO"
21,1,59,0,15,21,71,"NO"
8,1,18,0,5,6,34,"NO"
1,1,2,0,0,0,3,"NO"
20,2,21,4,12,36,51,"NO"
12,1,33,0,9,21,64,"NO"
10,1,7,0,5,3,18,"NO"
9,1,27,0,3,21,71,"NO"
15,1,12,0,1,21,47,"NO"
2,3,4,0,3,1,6,"NO"
30,1,103,0,16,105,173,"NO"
1,3,2,0,1,0,3,"NO"
1,1,1,0,0,0,3,"NO"
1,2,1,0,3,0,3,"NO"
5,2,8,0,7,6,15,"NO"
8,1,18,0,4,10,34,"YES"
6,2,27,0,7,10,42,"NO"
4,1,8,0,3,1,20,"NO"
0,1,0,0,0,0,0,"NO"
0,1,1,2,1,0,0,"NO"
35,2,66,3,18,78,140,"YES"
1,1,2,0,0,0,3,"YES"
26,1,54,0,53,36,121,"YES"
7,1,8,0,0,1,95,"NO"
116,1,293,6,25,1176,569,"NO"
57,1,132,0,53,105,253,"NO"
37,1,94,0,13,210,316,"NO"
32,1,85,0,8,105,164,"NO"
4,1,11,0,1,3,18,"NO"
32,1,97,0,6,21,184,"NO"
26,2,47,6,80,153,87,"NO"
14,1,19,0,1,21,46,"NO"
8,1,8,17,1,28,16,"NO"
3,1,6,0,2,1,15,"NO"
2,1,2,0,0,1,7,"NO"
5,1,14,1,4,10,24,"NO"
11,1,25,3,6,21,47,"NO"
12,2,12,0,1,21,40,"NO"
3,1,11,0,2,0,85,"NO"
1,3,3,0,1,0,3,"NO"
3,3,25,0,6,6,12,"NO"
9,1,42,0,8,10,77,"YES"
29,1,34,0,4,6,106,"NO"
18,1,32,0,2,6,105,"NO"
5,1,13,0,7,3,22,"NO"
18,1,39,0,11,153,77,"NO"
3,1,13,0,7,3,16,"NO"
8,1,11,0,1,6,28,"NO"
2,1,2,0,1,1,3,"NO"
41,1,146,0,17,55,293,"YES"
11,1,27,0,11,10,55,"NO"
120,1,292,0,30,861,462,"YES"
4,3,7,0,4,3,10,"NO"
140,1,299,0,152,903,672,"YES"
2,1,4,0,1,1,11,"NO"
21,1,51,0,9,28,96,"NO"
31,1,73,0,12,78,448,"NO"
1,1,2,0,0,0,3,"NO"
4,2,5,0,3,6,13,"NO"
5,1,10,0,3,3,16,"NO"
1,1,2,0,0,0,3,"YES"
7,1,10,0,3,21,22,"NO"
14,1,32,0,6,15,72,"YES"
13,1,25,0,7,6,116,"NO"
15,1,28,0,7,45,54,"NO"
5,1,5,0,3,6,13,"NO"
173,1,530,0,64,1830,989,"YES"
13,2,26,1,3,45,53,"NO"
5,3,18,0,9,3,35,"NO"
4,1,14,0,3,1,32,"YES"
1,1,2,0,0,0,3,"NO"
4,1,13,2,7,45,14,"NO"
10,1,24,0,8,21,46,"NO"
10,1,15,0,3,36,27,"NO"
23,2,44,0,16,55,101,"YES"
7,3,35,0,28,21,74,"YES"
1,2,1,0,1,0,3,"NO"
66,2,76,0,14,561,171,"NO"
28,1,18,0,2,21,54,"NO"
24,2,28,1,4,45,78,"NO"
1,1,5,0,2,0,5,"NO"
28,1,27,0,5,45,65,"NO"
13,1,21,0,4,36,52,"NO"
26,1,39,0,13,55,89,"NO"
6,1,10,5,4,1,26,"NO"
19,1,48,0,10,36,104,"NO"
124,2,219,0,44,946,452,"YES"
2,1,1,0,0,0,6,"NO"
15,1,32,0,11,45,65,"NO"
2,1,2,0,1,1,6,"NO"
10,1,28,0,13,6,45,"NO"
3,2,4,0,1,3,9,"NO"
0,1,0,0,0,0,0,"NO"
3,1,14,0,3,0,60,"NO"
2,1,2,1,0,1,4,"NO"
45,2,67,0,10,990,164,"NO"
7,1,7,0,3,21,20,"NO"
7,1,25,0,7,10,45,"NO"
24,2,53,0,13,15,201,"YES"
39,1,51,0,13,325,114,"NO"
8,1,18,0,3,21,30,"NO"
61,1,158,0,15,66,252,"YES"
13,1,26,0,13,10,49,"NO"
5,1,5,0,7,10,14,"NO"
9,1,62,0,8,10,83,"NO"
7,1,14,1,2,21,33,"NO"
13,1,47,1,15,10,85,"YES"
4,1,12,0,5,6,41,"YES"
1,1,1,1,0,0,3,"NO"
10,1,21,0,3,3,47,"NO"
13,1,38,0,3,28,149,"NO"
10,1,32,0,11,28,50,"NO"
13,1,47,0,8,15,111,"NO"
1,2,1,0,2,0,2,"NO"
28,2,103,0,19,91,167,"NO"
1,2,3,0,1,1,3,"NO"
4,1,5,0,5,6,14,"NO"
106,1,211,0,15,300,510,"NO"
5,2,11,0,6,1,16,"NO"
0,1,0,0,0,0,0,"NO"
15,2,30,0,5,36,55,"NO"
31,1,64,0,23,105,110,"NO"
10,2,11,0,4,55,30,"NO"
8,1,18,0,8,3,28,"NO"
4,1,7,0,4,1,19,"YES"
8,2,33,0,12,28,40,"NO"
4,1,11,0,2,3,14,"NO"
27,2,40,0,9,3,112,"YES"
10,1,31,0,10,3,45,"NO"
10,1,49,0,14,10,125,"NO"
19,1,28,0,12,3,75,"NO"
42,2,37,2,4,78,147,"NO"
5,2,9,0,4,3,17,"NO"
115,1,284,0,43,1128,551,"NO"
11,3,24,0,11,6,40,"NO"
15,1,27,0,4,55,69,"NO"
26,1,43,0,6,55,161,"NO"
1,1,8,0,2,0,14,"NO"
3,1,9,0,3,3,39,"NO"
4,1,10,0,4,3,38,"NO"
14,1,19,0,10,36,47,"NO"
3,2,22,0,13,3,50,"NO"
126,2,347,0,36,231,553,"NO"
9,1,14,0,5,3,28,"NO"
12,2,42,0,8,28,105,"YES"
1,1,1,0,0,0,2,"NO"
0,1,3,2,1,3,0,"NO"
4,1,14,0,3,1,53,"NO"
38,2,73,0,17,136,131,"NO"
35,1,33,0,6,66,76,"NO"
14,1,17,0,3,15,98,"NO"
7,2,14,1,6,3,25,"NO"
71,2,77,0,13,496,168,"NO"
21,1,54,1,7,55,103,"NO"
3,1,4,0,1,6,9,"NO"
13,1,17,0,4,21,61,"NO"
2,1,6,0,1,1,9,"NO"
66,1,167,0,43,351,415,"NO"
29,1,71,0,21,36,263,"YES"
11,1,18,0,2,36,41,"NO"
21,1,48,0,10,78,116,"NO"
53,1,111,0,11,153,193,"NO"
11,1,12,0,5,66,33,"NO"
1,1,5,0,1,0,8,"NO"
3,2,5,0,2,6,9,"NO"
1,1,2,0,0,0,3,"YES"
20,2,32,0,10,105,65,"NO"
7,1,19,0,8,1,32,"NO"
9,1,22,0,3,15,81,"NO"
19,1,26,7,29,231,57,"NO"
70,3,91,0,9,78,221,"NO"
1,1,3,1,8,1,3,"NO"
23,2,39,0,6,66,193,"NO"
12,1,13,0,7,45,39,"NO"
1,2,1,0,1,0,2,"NO"
7,1,15,0,5,21,23,"NO"
4,1,28,0,7,1,64,"NO"
2,1,3,0,2,1,6,"NO"
6,4,5,0,17,6,20,"NO"
16,1,39,0,10,45,70,"NO"
3,2,5,0,2,6,9,"NO"
11,1,18,2,4,6,59,"YES"
9,1,12,0,0,15,64,"NO"
159,3,475,0,32,253,1346,"YES"
11,1,27,0,14,10,53,"NO"
106,1,309,0,42,946,681,"YES"
14,1,28,0,7,15,54,"YES"
13,2,39,0,5,36,87,"NO"
1,2,5,0,3,1,4,"NO"
4,1,6,1,2,15,16,"NO"
0,1,0,0,0,0,0,"NO"
5,1,18,0,8,3,24,"NO"
1,2,1,0,0,0,3,"NO"
3,2,7,0,5,1,10,"NO"
26,2,68,0,7,10,102,"NO"
12,2,32,0,14,10,60,"NO"
40,3,98,0,7,780,139,"NO"
2,2,3,0,2,3,6,"NO"
9,1,10,0,2,1,62,"NO"
5,2,4,0,2,0,20,"NO"
31,1,22,0,7,3,132,"NO"
1,1,2,0,0,0,3,"NO"
25,1,59,0,9,190,246,"NO"
10,1,28,0,7,6,57,"YES"
16,1,16,0,9,91,51,"NO"
9,2,21,0,6,10,29,"NO"
29,1,67,0,12,55,126,"NO"
0,1,1,0,1,0,0,"NO"
5,1,5,5,2,10,16,"NO"
4,1,23,8,88,153,12,"YES"
10,1,25,0,7,15,39,"NO"
29,3,63,0,11,28,110,"NO"
4,3,7,0,2,3,15,"NO"
22,3,74,1,12,36,166,"YES"
5,2,11,0,2,6,14,"NO"
3,1,20,4,14,1,85,"YES"
23,1,24,0,6,210,68,"NO"
22,2,50,0,13,28,90,"NO"
6,1,30,0,9,1,47,"NO"
4,1,37,0,16,3,96,"NO"
29,1,60,0,12,120,136,"NO"
36,1,117,0,26,231,212,"NO"
12,1,29,0,4,45,91,"NO"
7,2,6,0,3,6,27,"NO"
16,1,24,0,5,15,56,"NO"
19,4,48,0,10,45,96,"YES"
17,1,23,0,5,105,55,"NO"
20,2,54,0,5,28,97,"YES"
50,3,82,0,11,36,190,"NO"
3,1,23,0,5,1,39,"YES"
3,1,11,0,4,1,15,"NO"
3,2,36,0,10,3,84,"YES"
44,1,82,0,12,10,162,"NO"
84,1,76,0,4,378,156,"NO"
4,1,6,0,4,3,12,"NO"
72,1,151,0,20,105,405,"YES"
14,1,31,0,7,45,104,"NO"
13,1,58,0,6,36,173,"NO"
13,1,32,0,6,10,111,"NO"
14,1,14,0,9,66,45,"NO"
4,1,10,0,6,6,15,"NO"
17,4,34,0,12,10,72,"NO"
165,3,415,0,27,595,1448,"YES"
4,1,4,0,0,6,12,"NO"
8,1,17,0,8,3,54,"YES"
1,1,8,0,2,0,14,"NO"
31,1,109,0,22,105,328,"NO"
8,1,18,0,4,10,39,"NO"
1,1,7,0,3,0,8,"NO"
8,4,7,0,2,6,27,"NO"
25,1,31,2,21,28,83,"NO"
20,1,47,0,9,6,78,"NO"
2,1,3,0,3,1,9,"NO"
19,1,44,0,12,66,114,"NO"
10,1,18,0,4,6,50,"NO"
57,3,96,5,16,66,226,"NO"
727,2,1266,0,3,5886,7509,"NO"
59,1,54,1,49,171,140,"NO"
11,1,22,0,3,10,44,"NO"
23,1,64,0,11,36,220,"YES"
11,1,18,0,6,28,38,"NO"
18,1,36,0,9,28,58,"YES"
55,1,35,0,10,36,135,"NO"
25,2,23,0,6,45,63,"NO"
1,2,3,0,4,1,3,"NO"
3,1,3,0,0,3,9,"NO"
20,3,58,0,30,28,96,"NO"
2,1,2,0,1,1,6,"NO"
3,1,3,0,3,3,10,"NO"
6,1,11,0,2,10,26,"NO"
3,1,10,0,1,0,38,"NO"
5,1,8,0,2,3,25,"NO"
0,1,1,0,2,0,0,"NO"
5,2,7,0,2,10,15,"NO"
10,2,43,0,10,15,124,"YES"
3,1,5,0,0,1,10,"NO"
4,4,4,0,14,6,14,"NO"
35,3,74,0,16,78,230,"NO"
6,1,11,0,2,15,24,"NO"
8,1,9,0,1,6,22,"NO"
46,1,125,0,45,378,226,"NO"
20,1,34,0,9,55,90,"NO"
11,4,10,0,1,15,38,"NO"
15,3,23,0,2,15,61,"NO"
17,1,34,0,3,55,105,"NO"
4,1,7,0,1,6,12,"NO"
20,1,40,0,42,120,75,"NO"
18,2,45,3,20,210,67,"NO"
3,2,4,0,1,6,8,"NO"
16,2,34,5,11,120,60,"NO"
1,1,16,0,5,0,8,"NO"
23,4,52,0,7,36,172,"NO"
3,2,7,0,2,1,12,"NO"
18,1,15,3,9,28,47,"NO"
2,1,7,1,1,1,13,"NO"
5,1,14,0,2,10,48,"NO"
29,1,36,0,29,153,88,"NO"
10,1,14,0,5,28,37,"NO"
3,1,4,0,3,3,12,"NO"
88,1,196,0,42,496,389,"NO"
46,2,41,0,6,120,96,"NO"
51,1,140,0,16,105,260,"NO"
66,2,159,0,15,561,309,"NO"
3,1,11,0,2,3,17,"NO"
8,2,11,4,0,28,20,"NO"
13,3,20,0,8,6,44,"NO"
7,1,8,0,2,10,21,"NO"
5,1,14,0,7,3,32,"YES"
12,1,26,0,2,28,46,"NO"
11,1,24,0,14,15,50,"NO"
2,4,3,0,2,1,7,"NO"
0,1,0,0,0,0,0,"NO"
2,2,5,0,1,1,9,"NO"
12,1,21,0,29,28,47,"NO"
4,4,4,0,1,6,12,"NO"
28,4,73,0,10,36,198,"NO"
38,1,89,0,3,10,103,"NO"
45,2,54,0,10,561,162,"NO"
13,1,14,0,6,66,41,"NO"
3,3,3,0,3,3,11,"NO"
7,1,14,0,4,15,24,"NO"
3,1,3,0,3,3,10,"NO"
3,1,4,0,1,3,8,"NO"
4,2,9,0,4,6,18,"NO"
49,1,51,0,22,561,191,"NO"
7,2,7,0,1,15,23,"NO"
5,1,11,0,2,15,15,"NO"
6,2,10,0,5,10,18,"NO"
3,2,9,2,6,1,13,"NO"
1,3,3,0,1,0,3,"NO"
1,1,1,0,0,0,2,"NO"
7,1,15,0,7,10,25,"NO"
1,1,2,0,0,0,3,"NO"
2,1,2,1,0,1,5,"NO"
7,1,7,0,1,6,22,"NO"
15,1,22,1,5,120,54,"NO"
18,2,25,0,9,15,59,"NO"
21,1,70,0,9,105,265,"YES"
11,1,32,0,5,15,116,"NO"
1,1,2,0,0,0,3,"NO"
7,1,12,0,3,3,44,"NO"
7,1,7,0,1,21,21,"NO"
96,1,116,0,15,28,294,"NO"
3,1,8,0,1,0,66,"NO"
1,1,2,0,0,0,3,"NO"
21,1,14,0,9,45,55,"NO"
15,1,19,0,1,36,69,"NO"
5,1,9,2,1,10,19,"NO"
13,1,13,0,4,3,37,"NO"
2,2,7,0,2,3,12,"NO"
1,1,1,6,0,0,3,"NO"
1,1,2,0,0,0,3,"NO"
10,3,20,0,8,6,39,"NO"
3,1,6,0,1,1,11,"NO"
6,1,7,0,4,10,23,"NO"
1,2,1,0,4,0,3,"NO"
6,1,13,0,3,1,25,"NO"
64,1,104,0,4,253,671,"YES"
3,1,5,0,3,1,7,"NO"
5,1,36,0,16,6,59,"YES"
8,1,13,0,0,15,38,"NO"
10,1,10,0,3,6,42,"NO"
3,2,5,0,2,6,9,"NO"
6,1,12,0,4,10,20,"NO"
4,1,9,2,7,6,33,"NO"
34,2,84,1,12,276,346,"NO"
15,4,39,0,13,36,69,"NO"
2,2,2,0,2,1,7,"NO"
10,3,15,0,3,21,31,"NO"
34,2,88,2,18,78,191,"YES"
10,1,10,0,1,36,32,"NO"
17,2,49,0,8,10,86,"YES"
1,3,1,0,0,0,3,"NO"
46,2,43,0,4,120,93,"NO"
14,1,21,0,10,28,43,"NO"
3,1,4,0,6,3,9,"NO"
7,1,14,0,1,21,25,"NO"
3,1,4,0,0,3,29,"NO"
16,1,29,0,15,66,69,"YES"
13,1,20,0,5,1,64,"NO"
12,1,52,0,12,36,77,"NO"
3,1,5,0,2,1,13,"NO"
8,1,11,0,5,3,26,"NO"
8,1,30,0,10,6,69,"NO"
23,1,36,2,5,45,79,"NO"
34,3,64,1,8,36,165,"NO"
11,2,24,0,7,15,55,"NO"
41,1,182,0,27,190,527,"NO"
7,2,8,0,3,1,31,"YES"
5,3,11,0,2,6,20,"NO"
3,2,5,0,2,6,9,"YES"
22,1,22,0,0,231,75,"NO"
21,3,72,0,10,36,180,"NO"
3,1,9,0,1,0,32,"NO"
81,2,227,0,44,496,374,"NO"
2,1,4,0,1,1,8,"NO"
11,1,29,0,7,21,58,"NO"
4,1,9,0,5,6,18,"NO"
13,2,29,0,3,21,45,"NO"
2,1,3,0,2,1,9,"NO"
3,2,8,0,1,3,11,"NO"
20,1,39,0,12,78,82,"NO"
41,1,69,0,14,210,186,"NO"
1,1,2,0,0,0,3,"NO"
15,1,31,0,10,36,75,"YES"
18,2,43,0,9,28,115,"NO"
1,1,2,0,2,0,4,"NO"
4,4,9,0,5,1,6,"NO"
10,1,26,0,5,3,48,"NO"
7,1,15,0,3,10,24,"NO"
8,1,12,0,2,1,53,"NO"
17,1,28,0,2,15,97,"NO"
16,2,17,0,1,136,64,"NO"
9,3,20,0,6,10,36,"NO"
6,2,14,2,6,10,34,"NO"
156,1,285,0,26,78,512,"YES"
48,1,77,0,14,91,195,"NO"
5,1,15,0,6,15,35,"NO"
8,1,12,0,9,6,30,"NO"
19,1,38,0,2,136,71,"NO"
1,1,2,0,0,0,3,"NO"
4,1,8,0,2,0,18,"NO"
19,1,41,7,74,351,72,"NO"
10,3,18,0,6,6,41,"NO"
15,2,44,0,8,6,65,"NO"
3,1,6,0,3,1,11,"NO"
13,1,25,0,5,45,53,"NO"
17,1,54,1,19,6,99,"NO"
25,2,37,0,6,120,71,"YES"
32,1,64,0,10,55,166,"NO"
23,3,36,0,5,15,106,"NO"
7,3,9,0,3,21,25,"NO"
7,1,8,0,2,28,21,"NO"
1,3,1,0,0,0,3,"NO"
112,1,260,0,259,2080,685,"YES"
6,1,10,0,1,6,23,"NO"
2,1,3,0,2,1,9,"YES"
0,3,15,1,6,105,0,"NO"
2,1,5,0,1,1,15,"NO"
7,1,8,0,2,21,23,"NO"
13,3,24,0,7,3,46,"NO"
14,1,42,0,5,10,79,"NO"
3,2,5,0,1,6,9,"NO"
10,1,19,0,8,21,45,"NO"
7,1,19,0,3,6,34,"NO"
8,1,17,2,4,6,67,"NO"
2,4,3,0,2,1,6,"NO"
3,1,11,0,3,3,12,"NO"
18,1,32,2,6,15,66,"NO"
3,1,4,0,4,3,12,"YES"
8,1,13,0,0,6,30,"NO"
24,1,28,0,6,15,89,"NO"
2,1,8,0,4,1,9,"NO"
3,1,3,0,3,3,10,"NO"
5,1,20,0,7,1,24,"NO"
4,2,6,0,2,6,12,"NO"
4,1,4,0,1,1,11,"NO"
3,2,5,0,1,6,10,"NO"
1,1,2,0,0,0,3,"NO"
15,2,32,0,10,15,60,"NO"
4,2,10,0,6,3,22,"NO"
51,1,112,3,9,276,219,"NO"
1,1,2,2,4,1,3,"NO"
5,1,5,0,0,10,18,"NO"
12,1,12,0,11,28,32,"NO"
6,2,4,0,0,1,16,"NO"
9,3,18,0,6,6,30,"NO"
6,1,11,0,2,3,25,"NO"
17,1,25,0,3,6,54,"NO"
14,1,59,0,15,36,110,"NO"
1,1,8,0,3,0,8,"NO"
1,1,2,0,0,1,6,"NO"
1,1,1,6,0,0,2,"NO"
2,2,31,0,9,0,62,"YES"
4,1,8,0,2,1,13,"NO"
25,1,52,11,25,28,78,"NO"
12,1,9,1,1,15,32,"NO"
29,2,54,0,5,10,142,"NO"
19,1,21,0,0,171,57,"NO"
4,1,3,0,3,1,6,"NO"
1,1,3,0,3,1,3,"NO"
7,1,15,0,147,21,21,"NO"
11,2,28,0,8,15,33,"NO"
1,1,1,0,0,0,3,"NO"
17,3,42,0,12,28,75,"NO"
2,1,3,0,2,1,9,"NO"
0,1,0,0,0,0,0,"YES"
4,1,5,0,2,6,13,"NO"
11,4,21,0,5,28,49,"NO"
8,1,27,0,13,10,41,"NO"
10,1,18,0,4,21,34,"NO"
10,2,15,0,5,1,34,"NO"
4,2,8,0,1,0,13,"YES"
37,2,80,0,22,120,120,"NO"
26,1,60,1,14,105,164,"NO"
3,1,4,0,1,1,10,"NO"
6,1,8,0,3,3,57,"NO"
6,2,16,0,4,10,23,"NO"
14,2,58,0,9,6,98,"YES"
5,1,21,0,3,3,40,"YES"
1,1,3,0,1,0,3,"NO"
15,1,17,0,7,21,47,"NO"
3,2,8,0,2,3,12,"NO"
17,1,42,0,11,15,56,"NO"
1,1,2,0,0,0,3,"NO"
38,1,52,0,24,465,136,"NO"
32,1,90,0,14,28,194,"NO"
1,3,1,0,0,0,3,"NO"
59,1,249,0,34,300,359,"NO"
17,1,32,0,6,66,84,"NO"
18,1,12,0,40,10,51,"NO"
7,2,22,0,9,3,32,"NO"
27,1,55,0,9,153,205,"NO"
37,1,59,2,9,210,106,"YES"
3,1,3,0,1,1,9,"NO"
34,1,70,0,16,136,141,"NO"
13,1,25,0,9,15,70,"NO"
22,1,63,0,16,66,132,"YES"
49,1,67,0,16,465,166,"YES"
4,1,4,0,1,0,23,"NO"
11,3,3,0,0,3,22,"NO"
11,1,34,0,24,36,79,"NO"
9,1,8,0,0,1,26,"NO"
3,1,8,0,1,0,25,"NO"
27,2,112,1,26,28,189,"NO"
15,2,19,0,4,3,80,"NO"
1,3,1,0,0,0,3,"NO"
4,1,7,0,1,6,16,"NO"
85,1,112,0,9,28,263,"NO"
1,2,1,0,0,0,4,"NO"
25,1,94,0,20,136,170,"NO"
31,1,71,0,19,66,143,"NO"
22,1,49,0,2,91,190,"NO"
19,1,59,0,8,91,140,"NO"
11,1,14,0,1,15,33,"NO"
20,1,52,1,10,91,99,"NO"
49,1,46,0,6,120,98,"NO"
24,1,66,0,16,66,161,"NO"
5,1,21,0,3,3,37,"NO"
51,2,54,0,5,231,121,"NO"
38,1,38,1,6,66,82,"NO"
1,1,1,0,1,0,8,"NO"
5,2,8,0,1,6,32,"NO"
4,1,6,0,1,6,13,"YES"
25,3,48,0,13,6,103,"NO"
19,1,37,0,10,36,63,"NO"
11,1,24,0,4,15,48,"NO"
2,1,3,0,3,1,6,"NO"
13,1,38,3,5,55,57,"NO"
24,1,62,0,22,45,100,"NO"
9,1,17,0,7,3,33,"NO"
1,1,2,0,0,0,3,"NO"
5,1,10,0,3,6,17,"NO"
8,2,10,0,3,15,25,"NO"
9,1,9,0,6,3,30,"NO"
7,1,10,0,1,15,18,"NO"
33,1,51,0,11,91,122,"NO"
3,2,4,0,1,3,9,"NO"
27,1,58,0,60,120,115,"YES"
4,1,3,0,0,1,10,"NO"
15,2,34,0,13,6,70,"NO"
69,1,168,0,44,703,385,"YES"
38,1,67,0,15,45,251,"YES"
5,2,7,0,2,15,14,"NO"
17,1,21,0,6,105,58,"NO"
61,2,155,0,19,496,347,"YES"
8,3,9,0,2,15,26,"NO"
11,2,22,0,6,3,37,"NO"
5,1,18,0,4,10,34,"NO"
25,1,22,0,4,45,78,"NO"
26,2,75,0,6,21,197,"NO"
3,1,2,0,4,1,38,"NO"
10,1,29,0,11,1,51,"YES"
108,2,223,2,23,1830,505,"NO"
2,1,3,0,1,1,6,"NO"
1,1,2,0,0,0,3,"NO"
2,1,3,0,0,1,7,"NO"
16,1,42,0,6,3,108,"NO"
4,2,5,0,1,6,12,"NO"
2,1,3,0,1,1,6,"NO"
3,1,8,0,2,0,24,"NO"
63,1,49,0,9,21,217,"NO"
26,1,98,0,26,120,258,"YES"
14,1,15,0,8,1,31,"NO"
16,3,71,0,14,36,126,"NO"
11,2,19,0,3,3,45,"NO"
7,1,14,0,4,15,29,"NO"
2,1,4,1,3,1,6,"NO"
17,1,27,0,3,105,51,"NO"
48,1,65,0,5,28,228,"NO"
115,1,137,0,38,3160,345,"NO"
24,1,74,0,15,10,137,"YES"
7,1,19,0,2,3,23,"NO"
1,2,2,0,1,1,3,"NO"
32,1,41,0,6,21,186,"NO"
15,1,28,0,13,36,54,"YES"
54,1,86,2,9,231,404,"YES"
7,5,11,0,3,10,21,"NO"
1,1,1,0,0,0,3,"NO"
5,1,6,0,2,6,14,"NO"
4,1,3,0,1,0,31,"NO"
53,2,197,0,23,136,672,"NO"
1,1,4,0,3,1,4,"NO"
26,2,40,0,3,171,97,"NO"
8,1,14,0,3,10,25,"NO"
26,2,17,0,2,10,95,"NO"
39,3,35,0,2,91,82,"NO"
29,1,79,0,27,136,159,"YES"
83,1,106,3,39,36,238,"YES"
33,1,112,0,37,325,211,"YES"
23,1,62,0,18,120,147,"YES"
7,1,21,0,11,15,32,"NO"
32,3,57,0,11,15,115,"NO"
10,2,44,0,14,15,61,"NO"
1,1,2,0,0,0,3,"NO"
7,2,8,0,0,21,21,"NO"
7,1,5,0,0,1,22,"NO"
103,1,218,0,38,351,488,"YES"
7,1,31,0,10,21,100,"NO"
1,1,3,0,1,0,4,"NO"
0,1,20,2,6,190,0,"NO"
4,1,4,2,0,6,8,"NO"
6,1,17,1,3,10,57,"NO"
1,1,4,0,2,0,8,"NO"
5,1,8,1,2,6,17,"NO"
22,1,54,0,12,21,123,"YES"
10,1,16,0,3,15,47,"NO"
13,3,32,0,8,6,62,"NO"
4,1,11,0,5,0,27,"NO"
3,1,6,0,1,1,12,"NO"
7,1,10,0,1,21,22,"NO"
4,2,11,1,3,1,14,"NO"
9,1,36,0,10,6,55,"NO"
2,1,4,0,2,1,6,"NO"
3,1,5,0,2,1,13,"NO"
5,2,13,0,4,10,21,"NO"
2,2,7,0,5,0,12,"NO"
11,4,10,0,1,15,38,"NO"
5,1,7,0,1,15,15,"NO"
36,1,92,0,32,325,209,"YES"
10,1,33,0,4,15,55,"NO"
62,1,107,0,31,153,257,"YES"
6,2,11,0,3,10,27,"YES"
12,1,18,0,4,15,36,"NO"
11,1,28,0,6,28,50,"NO"
8,4,12,0,2,28,28,"NO"
9,1,10,0,3,6,24,"NO"
26,1,73,0,20,36,291,"NO"
61,1,108,0,12,630,326,"NO"
17,2,30,0,6,3,49,"NO"
6,2,7,0,1,1,18,"NO"
5,2,9,0,5,3,18,"NO"
5,1,13,0,4,0,41,"NO"
5,2,23,1,3,10,34,"NO"
10,1,25,0,4,28,35,"NO"
15,1,23,0,2,15,65,"NO"
10,2,18,0,8,28,31,"NO"
124,1,172,1,14,78,565,"NO"
0,1,2,3,2,1,0,"NO"
7,1,10,0,2,1,12,"NO"
10,1,22,0,5,1,51,"NO"
6,2,6,0,2,15,19,"NO"
5,1,5,3,5,6,14,"NO"
7,1,3,0,0,1,28,"NO"
1,3,2,0,1,0,3,"NO"
10,1,30,0,3,21,71,"NO"
0,1,0,0,0,0,0,"NO"
4,1,5,2,1,10,12,"NO"
9,1,14,0,2,10,41,"NO"
13,2,18,0,3,55,41,"NO"
16,1,42,0,6,3,82,"NO"
2,1,3,0,2,1,9,"YES"
3,2,5,0,2,6,9,"YES"
6,2,29,0,10,15,48,"NO"
50,2,57,0,13,45,142,"NO"
34,1,83,1,2,171,212,"NO"
7,1,8,1,3,3,25,"NO"
21,1,51,0,13,36,127,"NO"
25,1,29,0,3,28,134,"NO"
2,1,5,0,2,0,9,"NO"
4,2,8,0,3,6,13,"NO"
33,1,83,1,3,78,127,"NO"
3,1,5,0,2,3,11,"NO"
11,2,23,0,8,15,33,"NO"
3,2,5,0,6,6,11,"NO"
20,1,26,0,9,15,55,"NO"
8,3,20,1,7,6,37,"NO"
5,1,7,0,1,0,20,"NO"
23,1,68,0,9,136,106,"NO"
11,2,42,0,3,15,64,"NO"
1,1,2,0,0,0,3,"YES"
133,1,354,0,47,903,822,"YES"
3,2,5,0,1,6,9,"NO"
100,1,119,0,10,153,345,"NO"
11,3,10,0,1,15,38,"NO"
21,1,21,0,3,210,62,"YES"
