"wmc","dit","rfc","noc","cbo","lcom","loc","isBug"
2,1,5,0,2,1,12,"NO"
3,6,6,0,2,3,12,"NO"
31,6,62,0,3,465,97,"NO"
12,4,42,0,9,28,123,"NO"
131,2,214,0,31,136,441,"NO"
57,3,101,0,21,190,180,"NO"
16,1,53,0,11,28,390,"NO"
3,1,10,0,2,0,15,"YES"
14,4,30,1,10,36,62,"NO"
9,6,17,0,3,36,29,"NO"
7,1,11,2,8,10,21,"NO"
4,2,6,0,2,3,10,"NO"
11,3,44,0,8,36,79,"NO"
66,1,136,2,25,406,260,"NO"
12,1,23,0,12,66,36,"YES"
0,1,0,0,0,0,0,"NO"
5,1,17,0,9,3,27,"NO"
10,4,19,0,6,45,39,"NO"
11,1,10,0,3,1,45,"NO"
49,3,82,0,16,300,186,"NO"
9,1,11,0,3,6,26,"NO"
3,2,4,0,0,1,9,"NO"
17,1,20,0,0,136,59,"NO"
108,2,199,0,18,190,343,"NO"
3,2,6,1,3,3,10,"NO"
45,3,84,0,13,153,176,"NO"
102,3,245,7,14,253,440,"NO"
4,2,11,1,10,1,16,"NO"
14,2,18,0,7,28,67,"NO"
32,1,39,0,10,66,123,"NO"
3,3,5,0,4,3,9,"NO"
14,1,22,0,4,66,68,"NO"
5,3,9,0,3,6,16,"NO"
107,1,187,0,17,120,387,"NO"
20,1,59,0,5,21,82,"NO"
8,1,19,0,1,36,25,"NO"
6,3,7,0,3,6,19,"NO"
3,2,5,0,3,3,9,"NO"
40,5,70,0,9,171,147,"NO"
35,3,65,0,6,21,104,"NO"
33,1,44,0,9,78,137,"NO"
4,1,2,0,2,1,3,"NO"
20,2,36,0,2,45,95,"NO"
17,1,35,1,5,21,71,"NO"
5,1,5,0,1,10,18,"NO"
5,5,10,0,5,10,15,"NO"
17,1,15,0,1,10,57,"NO"
2,1,4,0,3,1,8,"NO"
23,1,36,0,15,15,69,"NO"
28,1,64,0,11,78,148,"NO"
2,1,2,0,5,1,7,"NO"
11,4,12,0,3,10,35,"NO"
16,2,58,0,17,45,102,"NO"
13,1,22,0,5,10,43,"NO"
11,4,27,0,8,21,81,"NO"
28,4,55,0,18,78,101,"NO"
37,1,56,0,13,15,156,"NO"
72,3,95,0,7,78,216,"NO"
12,2,29,0,6,55,43,"NO"
27,1,74,0,10,78,108,"NO"
6,3,10,0,1,3,23,"NO"
53,1,99,0,39,91,146,"NO"
6,1,7,0,2,3,27,"NO"
13,2,13,0,24,28,36,"NO"
9,1,15,0,8,3,29,"NO"
45,1,104,0,20,78,183,"YES"
93,1,172,0,20,253,347,"YES"
3,1,9,0,4,3,24,"NO"
19,1,31,0,5,10,51,"NO"
35,1,61,0,19,10,111,"NO"
9,3,14,0,6,21,26,"NO"
8,1,18,0,2,21,42,"NO"
50,1,123,0,30,136,304,"NO"
49,1,96,0,4,136,240,"NO"
8,1,7,1,4,21,26,"YES"
45,1,94,2,17,105,162,"YES"
7,2,10,0,3,6,31,"NO"
7,1,11,0,2,6,23,"NO"
62,5,118,0,23,171,251,"NO"
57,5,154,0,23,253,265,"NO"
36,1,95,0,8,120,283,"NO"
4,4,9,3,3,6,22,"NO"
3,5,4,0,2,3,10,"NO"
39,1,49,0,7,66,179,"NO"
6,1,25,0,13,3,31,"NO"
15,4,42,0,13,45,93,"YES"
15,1,44,0,9,55,60,"NO"
48,2,80,0,20,45,125,"NO"
66,1,99,0,20,91,188,"YES"
7,3,14,3,11,10,23,"NO"
9,3,13,0,5,6,26,"NO"
2,9,4,0,1,1,8,"NO"
5,2,11,1,4,6,21,"NO"
10,1,11,2,5,21,31,"NO"
24,7,43,3,14,153,92,"YES"
8,2,30,0,12,21,60,"NO"
11,2,22,10,20,36,33,"NO"
25,4,60,0,13,21,99,"NO"
3,3,6,0,3,3,13,"NO"
48,3,71,0,5,120,96,"NO"
63,2,76,4,33,496,162,"NO"
29,1,23,2,0,28,79,"NO"
12,4,19,0,3,21,36,"NO"
41,3,115,0,24,105,194,"YES"
49,1,84,0,8,66,183,"NO"
15,1,20,0,2,45,51,"YES"
7,1,16,0,13,6,24,"NO"
22,2,43,0,17,6,77,"NO"
139,1,284,0,44,820,739,"YES"
23,2,41,0,7,36,78,"NO"
7,1,17,0,7,10,33,"NO"
3,1,9,0,3,3,16,"NO"
19,4,36,0,7,120,69,"NO"
8,5,14,0,3,28,30,"NO"
10,4,30,0,8,15,50,"NO"
3,1,8,0,3,3,14,"NO"
109,2,195,3,51,2080,457,"YES"
2,6,5,0,2,1,7,"NO"
85,1,181,0,28,45,277,"NO"
43,2,137,0,16,45,188,"NO"
25,2,34,2,40,66,71,"NO"
2,1,4,0,2,0,7,"NO"
25,1,45,0,9,15,90,"NO"
5,1,13,0,3,10,27,"NO"
31,1,34,0,9,21,89,"NO"
26,1,39,1,25,36,78,"NO"
6,1,17,0,4,1,26,"YES"
23,1,37,0,10,6,76,"NO"
28,1,52,0,11,66,139,"NO"
38,3,82,0,14,136,272,"YES"
3,6,6,0,2,3,10,"NO"
5,1,15,0,4,10,38,"NO"
3,2,6,0,2,1,17,"NO"
11,1,16,0,4,10,46,"NO"
53,2,126,2,17,406,199,"YES"
49,3,104,0,14,136,217,"NO"
35,1,98,0,18,36,176,"NO"
54,3,123,0,17,190,239,"NO"
12,1,19,0,3,10,53,"NO"
7,3,12,3,6,10,22,"NO"
37,5,128,0,23,171,236,"NO"
93,1,209,2,27,153,329,"YES"
8,1,11,0,3,10,38,"NO"
38,1,80,0,10,45,151,"NO"
7,2,18,0,3,1,19,"NO"
11,4,25,0,4,28,54,"NO"
9,1,10,0,2,3,24,"NO"
14,2,33,3,2,21,53,"NO"
32,3,42,0,17,91,103,"NO"
4,1,7,0,2,3,16,"NO"
3,3,5,0,2,3,10,"NO"
14,1,36,0,5,36,140,"NO"
9,1,24,0,3,28,31,"NO"
7,1,9,3,10,10,21,"NO"
7,1,10,0,3,6,21,"NO"
4,2,13,0,5,6,22,"NO"
49,1,126,2,23,210,385,"NO"
15,1,28,0,1,45,85,"NO"
23,7,41,0,10,171,82,"YES"
1,1,6,0,3,0,6,"NO"
7,1,7,0,5,15,20,"NO"
6,5,12,0,4,3,19,"NO"
4,2,7,0,2,6,17,"NO"
15,3,31,0,8,10,59,"YES"
28,3,47,7,37,210,78,"NO"
3,1,7,0,4,3,10,"NO"
88,2,220,0,30,435,343,"YES"
6,1,10,0,4,15,19,"NO"
177,5,325,0,32,703,788,"NO"
11,3,30,0,7,6,50,"NO"
36,1,90,0,11,6,170,"YES"
32,2,51,5,26,253,104,"NO"
13,1,18,0,3,36,40,"NO"
86,5,195,0,32,465,350,"YES"
10,1,10,3,0,10,29,"NO"
21,4,31,0,5,105,71,"NO"
8,2,17,8,11,3,31,"NO"
6,3,19,0,5,6,33,"NO"
87,1,147,2,79,780,376,"NO"
11,4,24,0,4,28,46,"NO"
7,5,11,0,3,21,21,"NO"
10,1,27,0,2,28,56,"NO"
3,2,4,0,2,1,10,"NO"
4,1,10,0,4,1,16,"NO"
11,1,18,0,6,1,38,"NO"
7,1,28,3,5,15,53,"NO"
29,3,82,0,10,91,156,"NO"
2,3,2,0,0,1,6,"NO"
15,1,28,0,2,36,74,"NO"
70,3,117,5,22,595,313,"NO"
1,1,3,3,1,3,3,"NO"
27,1,61,0,22,36,95,"NO"
5,3,11,0,3,1,21,"NO"
13,5,35,0,12,55,81,"NO"
9,3,12,0,5,10,22,"NO"
21,4,47,25,27,36,63,"NO"
22,1,39,3,11,66,98,"NO"
8,1,9,0,1,21,17,"NO"
6,1,11,0,5,15,44,"NO"
9,7,14,0,3,36,28,"NO"
4,5,6,18,1,6,12,"NO"
9,2,12,0,4,10,27,"NO"
4,1,7,0,3,1,20,"NO"
9,1,38,0,9,1,80,"NO"
93,1,134,0,19,210,405,"YES"
12,2,27,0,3,45,52,"NO"
18,1,30,0,2,45,117,"NO"
10,1,19,0,3,6,49,"NO"
13,1,18,7,10,45,37,"NO"
33,3,70,0,9,153,97,"NO"
8,1,13,1,6,15,30,"NO"
56,1,101,0,18,55,230,"YES"
15,6,42,1,6,78,60,"NO"
19,1,19,0,3,15,82,"NO"
6,1,15,0,7,6,39,"NO"
2,9,4,0,1,1,8,"NO"
39,1,112,2,16,171,180,"YES"
7,5,10,0,3,21,21,"NO"
3,5,5,0,3,3,9,"NO"
56,4,123,0,14,325,208,"NO"
8,1,18,0,4,6,28,"NO"
13,1,32,0,1,78,80,"NO"
12,6,22,0,5,66,38,"NO"
38,1,69,0,16,136,132,"YES"
4,1,18,0,7,1,39,"NO"
11,2,24,0,5,15,38,"NO"
6,1,20,0,4,15,79,"YES"
127,5,181,2,22,465,396,"NO"
5,1,11,6,6,15,17,"NO"
33,3,107,0,19,120,226,"NO"
25,1,45,1,10,55,77,"NO"
20,6,47,0,15,66,91,"NO"
122,5,273,0,34,741,595,"NO"
7,2,12,0,3,10,33,"NO"
1,1,5,0,2,0,14,"NO"
17,5,47,0,13,78,114,"NO"
8,1,19,1,3,15,39,"NO"
58,3,96,0,15,435,236,"NO"
3,2,15,0,7,3,23,"NO"
4,2,18,0,6,6,45,"NO"
13,1,29,2,7,21,37,"YES"
13,5,17,0,8,45,38,"NO"
35,1,73,0,13,153,162,"NO"
12,1,12,1,6,15,35,"NO"
34,3,50,0,5,45,106,"YES"
28,1,60,0,7,91,138,"NO"
10,1,9,0,2,3,23,"YES"
16,4,34,0,10,66,47,"YES"
3,8,7,0,4,6,11,"NO"
2,1,4,0,1,0,15,"NO"
12,1,11,0,1,36,24,"NO"
37,2,87,0,12,91,270,"YES"
2,1,6,0,6,0,19,"NO"
42,1,98,0,12,136,236,"YES"
36,1,58,0,6,21,145,"NO"
6,4,10,4,27,15,31,"NO"
42,1,96,0,23,45,195,"NO"
17,4,33,0,8,15,107,"NO"
6,6,13,0,13,10,20,"NO"
3,1,11,0,5,3,24,"NO"
29,8,39,2,14,55,70,"NO"
4,2,12,0,4,6,27,"NO"
25,1,57,0,17,91,106,"NO"
11,5,21,0,18,21,35,"NO"
46,1,95,0,22,190,220,"NO"
9,1,15,0,2,1,32,"NO"
8,1,14,1,5,1,26,"NO"
5,3,11,0,3,1,21,"NO"
26,2,52,0,10,36,102,"NO"
4,3,8,0,4,3,13,"NO"
7,4,13,1,8,21,34,"NO"
28,4,42,0,4,78,75,"NO"
50,1,132,0,14,120,280,"YES"
70,4,133,2,18,325,222,"NO"
29,1,69,0,12,105,156,"NO"
98,1,208,0,16,703,638,"NO"
22,3,76,0,20,91,130,"NO"
12,2,28,0,7,21,45,"NO"
5,1,6,0,2,6,16,"NO"
10,4,30,0,8,15,50,"NO"
5,2,12,0,2,1,24,"NO"
5,1,5,0,4,1,20,"NO"
14,4,34,0,7,45,75,"NO"
125,1,227,0,75,325,379,"YES"
2,1,12,0,6,1,9,"YES"
8,1,13,2,5,10,42,"NO"
3,6,6,0,2,3,10,"NO"
25,1,26,0,6,45,59,"NO"
13,2,17,1,6,78,37,"NO"
3,2,10,0,5,1,15,"NO"
3,1,5,0,0,3,11,"NO"
99,1,175,1,52,378,384,"NO"
8,6,11,0,13,15,30,"NO"
7,4,24,0,3,10,60,"NO"
23,3,76,4,14,325,98,"NO"
1,1,2,0,3,0,4,"NO"
9,3,16,0,4,21,28,"NO"
12,3,43,0,14,15,71,"YES"
28,2,73,0,5,210,147,"YES"
12,6,16,0,6,36,32,"NO"
7,4,9,0,3,21,23,"NO"
33,2,65,0,18,55,130,"NO"
18,1,52,0,8,66,122,"NO"
5,1,8,0,6,0,15,"YES"
31,1,54,0,16,36,95,"NO"
23,1,47,0,9,10,77,"NO"
16,5,47,0,10,21,239,"NO"
39,1,64,0,9,15,173,"NO"
49,5,135,0,29,171,259,"NO"
2,6,5,0,2,1,7,"NO"
5,7,6,0,5,10,14,"NO"
2,1,3,0,2,1,6,"NO"
3,1,11,0,5,1,17,"NO"
21,3,54,0,10,36,62,"NO"
2,2,2,0,1,1,6,"NO"
19,1,39,0,5,21,102,"NO"
30,1,80,0,14,45,134,"YES"
5,2,20,0,5,1,27,"NO"
11,1,21,0,4,15,47,"NO"
5,2,8,0,2,1,22,"NO"
50,3,179,2,22,406,272,"NO"
21,6,47,0,11,45,75,"NO"
1,1,1,0,0,0,3,"NO"
24,2,54,0,14,28,77,"NO"
16,3,14,0,4,15,49,"NO"
30,5,82,0,17,105,146,"NO"
6,1,12,0,3,1,19,"NO"
13,1,20,0,4,6,75,"NO"
6,2,15,0,5,6,42,"NO"
12,1,26,0,6,21,91,"YES"
78,1,140,0,22,136,253,"NO"
13,1,47,2,4,66,152,"YES"
4,3,6,0,2,6,13,"NO"
4,1,9,0,1,3,38,"YES"
16,2,33,0,8,36,76,"NO"
15,3,27,0,6,28,58,"NO"
5,1,4,0,1,0,16,"NO"
13,3,12,0,2,28,35,"NO"
4,3,9,0,2,1,16,"NO"
33,1,68,0,9,120,110,"NO"
21,5,41,0,16,21,73,"NO"
8,2,14,0,2,6,29,"NO"
4,1,13,0,4,1,34,"NO"
52,5,101,0,19,91,161,"NO"
5,1,7,0,5,6,13,"NO"
16,1,29,0,6,3,100,"NO"
167,1,315,2,151,2775,624,"NO"
24,1,67,0,7,36,108,"NO"
10,2,24,0,8,3,41,"NO"
7,2,6,0,1,10,25,"NO"
23,5,48,6,21,153,93,"NO"
19,3,79,0,19,91,142,"NO"
9,1,17,0,5,15,126,"NO"
2,5,2,0,1,1,5,"NO"
1,3,1,0,0,0,3,"NO"
4,1,4,0,4,0,12,"NO"
71,3,183,0,26,231,460,"NO"
17,3,35,0,9,15,51,"NO"
2,1,3,0,2,1,6,"NO"
7,2,12,1,1,10,76,"NO"
16,2,21,0,7,28,68,"NO"
32,1,47,2,19,171,84,"NO"
10,2,37,2,7,15,53,"YES"
45,1,97,0,16,190,198,"YES"
73,1,100,0,13,300,233,"NO"
6,1,19,0,7,3,36,"NO"
0,2,1,11,2,0,0,"NO"
16,3,53,0,13,36,62,"YES"
35,3,72,0,7,136,152,"NO"
5,1,7,1,1,10,23,"NO"
12,2,11,0,1,10,42,"NO"
59,1,103,0,12,153,210,"NO"
87,2,150,0,15,253,338,"NO"
15,4,24,2,7,91,50,"NO"
39,5,122,0,12,253,274,"NO"
7,2,21,0,6,1,27,"NO"
12,3,34,0,9,21,59,"NO"
8,4,13,0,5,1,25,"NO"
21,3,33,0,8,36,51,"NO"
13,2,24,0,6,1,39,"NO"
53,1,130,0,15,210,282,"YES"
19,2,21,0,6,21,54,"NO"
24,3,36,0,6,45,76,"NO"
3,1,11,0,4,3,21,"NO"
68,5,150,0,19,153,228,"YES"
6,1,15,0,5,10,33,"YES"
53,4,153,0,15,231,315,"NO"
36,2,69,0,9,55,119,"NO"
18,3,27,2,24,153,58,"NO"
24,1,32,0,4,66,75,"NO"
5,1,11,0,4,3,21,"NO"
42,4,78,0,12,55,154,"NO"
8,2,19,0,8,10,30,"NO"
8,6,13,0,3,28,27,"NO"
9,1,24,3,4,21,28,"NO"
3,6,6,0,2,3,10,"NO"
25,6,49,0,12,120,106,"YES"
12,1,21,2,2,45,57,"NO"
6,2,7,0,2,21,18,"NO"
10,1,22,0,4,21,96,"YES"
17,3,49,5,15,210,68,"NO"
57,1,90,0,14,15,180,"NO"
9,1,19,0,2,0,28,"NO"
14,1,25,2,5,3,66,"NO"
2,1,9,0,3,0,12,"NO"
19,5,67,0,13,91,108,"NO"
23,1,42,0,8,36,71,"NO"
12,3,35,0,10,21,73,"NO"
6,1,18,0,5,1,29,"YES"
7,1,7,0,2,3,18,"YES"
16,1,23,0,95,66,212,"NO"
11,5,15,0,7,45,30,"NO"
2,3,5,0,5,1,7,"NO"
3,9,6,0,3,3,11,"NO"
3,1,7,0,4,0,10,"NO"
26,1,51,2,12,105,113,"YES"
16,3,30,0,5,45,48,"NO"
20,1,25,1,9,55,50,"NO"
52,1,65,0,14,55,164,"NO"
6,1,16,0,5,10,30,"NO"
8,4,18,0,3,1,34,"NO"
25,4,57,0,18,190,89,"NO"
16,1,26,0,7,45,67,"NO"
2,5,2,2,1,1,6,"NO"
50,3,78,6,25,406,145,"NO"
6,3,10,0,4,10,18,"NO"
37,3,65,1,35,153,113,"NO"
57,1,87,0,34,66,283,"NO"
45,5,93,0,13,378,214,"NO"
10,3,15,0,8,10,30,"NO"
13,1,13,0,2,15,43,"NO"
3,6,7,0,3,3,10,"NO"
2,3,4,0,4,1,16,"NO"
9,1,11,0,1,10,26,"NO"
105,3,226,0,11,210,411,"NO"
10,1,17,0,6,15,45,"NO"
46,3,101,0,15,120,215,"NO"
11,1,25,0,6,28,36,"NO"
50,1,93,0,14,91,147,"NO"
14,1,34,2,4,36,65,"NO"
6,1,7,0,1,1,15,"NO"
21,2,48,0,15,28,95,"NO"
3,6,6,0,2,3,10,"NO"
16,3,26,0,5,10,84,"YES"
12,2,31,0,7,3,38,"NO"
15,3,54,0,17,21,84,"YES"
5,1,7,1,2,3,15,"NO"
35,1,59,0,19,66,138,"NO"
10,1,21,0,15,15,62,"NO"
9,1,6,0,5,15,22,"NO"
13,1,38,0,2,36,75,"NO"
1,1,4,0,2,0,9,"NO"
8,1,32,0,6,28,70,"YES"
10,4,28,2,14,6,41,"NO"
16,3,20,2,3,3,47,"NO"
6,1,14,0,3,1,46,"NO"
6,1,18,0,15,15,43,"NO"
8,1,8,0,3,21,27,"NO"
5,3,9,0,3,6,16,"NO"
6,3,8,0,3,3,20,"NO"
4,2,15,0,7,6,24,"NO"
19,3,19,0,7,3,37,"NO"
32,1,47,2,16,120,92,"YES"
16,4,30,0,6,15,72,"NO"
32,1,68,1,12,36,97,"NO"
75,1,156,0,28,120,280,"YES"
28,1,60,0,11,55,115,"YES"
7,3,12,0,4,10,19,"YES"
35,1,65,0,12,105,152,"NO"
16,4,56,0,11,55,95,"NO"
41,1,94,0,11,153,296,"YES"
142,1,274,0,48,528,504,"YES"
3,3,8,0,4,3,13,"NO"
57,1,135,0,20,171,378,"NO"
42,3,174,0,23,276,325,"YES"
5,1,5,2,2,10,16,"NO"
3,1,7,0,0,3,12,"NO"
3,5,5,0,4,3,9,"NO"
55,1,77,0,10,300,230,"YES"
14,5,35,0,26,78,62,"YES"
22,2,26,0,4,28,63,"NO"
76,2,195,0,11,465,514,"YES"
9,2,17,0,4,10,38,"NO"
4,1,4,6,0,6,13,"NO"
29,1,45,0,8,231,115,"NO"
2,1,5,0,1,3,6,"NO"
35,3,67,0,19,210,152,"NO"
6,3,17,0,9,3,22,"NO"
11,2,17,0,2,15,42,"NO"
17,2,23,0,3,3,62,"NO"
11,1,16,0,2,10,35,"NO"
124,3,229,0,17,820,338,"NO"
4,2,6,1,3,3,14,"NO"
62,2,87,0,12,231,220,"NO"
12,2,79,0,11,66,163,"NO"
7,2,27,0,7,15,37,"NO"
1,2,1,0,0,0,3,"NO"
177,2,234,0,29,595,588,"NO"
17,1,47,0,10,66,70,"NO"
2,3,3,0,1,1,6,"NO"
25,1,42,0,8,55,81,"NO"
0,1,0,0,0,0,0,"NO"
2,1,4,0,2,1,8,"NO"
8,3,10,0,7,3,23,"NO"
7,1,11,3,5,10,27,"NO"
25,1,53,0,14,10,90,"YES"
8,1,25,0,4,10,84,"NO"
29,2,86,0,21,36,115,"YES"
3,2,5,0,1,3,9,"NO"
97,1,124,28,145,465,358,"NO"
115,1,258,1,46,231,440,"YES"
11,2,21,2,6,21,40,"NO"
9,4,18,10,5,55,30,"NO"
9,1,18,0,3,28,29,"NO"
3,2,4,0,2,1,7,"NO"
96,3,139,3,41,528,381,"NO"
8,3,15,0,8,3,27,"NO"
32,3,63,0,10,91,125,"NO"
10,1,23,0,2,15,54,"NO"
3,1,3,0,2,3,11,"NO"
7,5,8,0,3,21,22,"NO"
16,2,28,0,5,21,110,"YES"
10,4,31,0,7,10,92,"NO"
29,1,67,0,15,21,98,"NO"
57,1,51,0,11,6,216,"NO"
10,2,20,0,10,3,30,"NO"
46,1,74,0,25,45,128,"NO"
6,1,14,9,18,21,25,"NO"
20,4,52,0,12,55,106,"NO"
39,3,61,2,33,465,150,"NO"
29,1,61,0,10,55,145,"NO"
2,3,3,0,2,1,6,"NO"
18,3,50,0,10,45,109,"NO"
44,1,72,0,9,45,151,"YES"
1,1,2,0,1,0,3,"NO"
2,8,6,0,5,3,8,"NO"
16,4,36,2,21,55,63,"NO"
5,2,10,0,5,1,20,"NO"
2,6,5,0,2,1,7,"NO"
5,1,6,0,1,15,15,"NO"
11,1,18,0,2,28,44,"NO"
4,1,4,0,2,1,10,"NO"
8,1,19,0,4,21,55,"NO"
18,1,36,0,1,78,57,"YES"
45,5,128,0,22,231,197,"NO"
23,2,35,0,7,21,87,"NO"
17,2,29,39,84,91,50,"NO"
5,1,15,0,3,10,27,"NO"
17,3,37,0,6,28,45,"NO"
10,1,16,0,6,15,27,"NO"
3,2,5,0,3,3,9,"NO"
5,1,9,0,2,0,10,"NO"
5,1,9,0,0,10,22,"NO"
23,1,50,0,11,28,124,"NO"
8,1,15,0,8,28,24,"NO"
2,3,2,0,0,1,6,"NO"
47,2,81,2,14,120,155,"NO"
14,1,20,0,6,45,40,"NO"
10,1,25,0,6,28,40,"YES"
10,1,19,0,3,15,52,"NO"
3,2,4,0,1,1,8,"NO"
20,3,41,0,4,36,88,"NO"
7,1,15,3,6,15,26,"NO"
26,5,108,0,13,153,240,"NO"
12,2,21,6,25,45,46,"NO"
3,2,10,0,5,1,14,"NO"
17,1,40,0,6,28,110,"NO"
4,1,4,1,0,6,12,"NO"
2,2,5,0,2,1,7,"NO"
3,9,6,0,4,3,11,"NO"
15,2,34,0,9,36,44,"NO"
6,1,13,1,4,10,37,"NO"
10,1,30,0,7,15,50,"YES"
13,1,45,0,13,6,63,"NO"
257,5,440,0,44,1540,1087,"YES"
69,3,81,0,16,666,189,"NO"
33,1,36,0,5,36,84,"NO"
16,1,26,3,6,28,72,"NO"
10,1,17,0,10,3,35,"NO"
12,1,14,0,3,10,66,"NO"
14,3,20,0,8,10,41,"NO"
3,5,4,0,2,3,10,"NO"
3,2,5,0,1,3,15,"NO"
34,1,73,0,8,36,127,"YES"
11,1,24,0,3,28,33,"NO"
8,1,14,0,4,3,32,"NO"
6,1,31,0,6,6,62,"NO"
40,1,66,4,6,231,139,"NO"
22,5,34,0,2,28,58,"NO"
1,1,4,0,2,0,7,"NO"
11,1,13,0,2,10,30,"NO"
11,1,18,2,6,55,33,"NO"
6,6,9,0,3,6,14,"NO"
29,6,54,0,7,10,98,"NO"
18,2,35,0,6,28,101,"NO"
41,2,52,1,15,120,109,"NO"
46,2,122,0,21,120,238,"YES"
9,1,12,0,2,28,25,"NO"
19,1,39,0,4,21,65,"NO"
5,1,21,0,5,10,27,"NO"
40,1,46,0,14,10,106,"NO"
14,2,22,0,3,28,85,"NO"
43,5,117,0,24,105,176,"YES"
3,1,14,0,6,3,89,"NO"
27,1,50,0,16,78,76,"NO"
7,4,14,2,7,10,23,"NO"
14,4,30,1,12,45,53,"YES"
38,2,87,3,15,120,122,"NO"
10,1,23,0,8,10,46,"NO"
68,3,199,0,23,378,374,"NO"
48,1,49,0,8,15,156,"NO"
286,3,494,0,22,1485,945,"NO"
29,1,47,0,12,10,79,"YES"
2,6,5,0,2,1,7,"NO"
21,2,40,2,5,78,109,"NO"
9,4,12,22,22,36,23,"NO"
8,1,15,0,2,10,31,"NO"
49,5,105,0,17,171,396,"NO"
4,1,16,2,2,28,28,"NO"
8,2,18,0,3,15,39,"NO"
3,2,4,0,2,1,7,"NO"
33,1,40,0,19,28,97,"NO"
5,2,37,0,12,10,65,"NO"
13,5,33,0,13,10,165,"NO"
3,2,13,0,6,3,25,"NO"
22,2,70,0,8,28,92,"YES"
14,2,21,0,2,15,70,"NO"
13,1,35,0,8,28,118,"NO"
6,1,13,0,11,6,21,"NO"
9,3,18,0,5,3,33,"NO"
17,1,26,0,3,36,80,"NO"
8,1,14,2,2,21,20,"NO"
3,1,4,2,0,1,22,"NO"
6,1,4,0,2,1,20,"NO"
20,7,37,2,9,66,57,"NO"
101,1,156,0,49,210,351,"YES"
28,2,49,0,7,36,134,"NO"
20,5,37,2,16,55,71,"NO"
8,1,11,0,1,1,31,"NO"
5,3,8,0,4,1,19,"NO"
2,3,2,3,3,1,6,"NO"
50,1,72,0,9,55,169,"NO"
38,1,81,0,24,36,116,"NO"
34,1,57,2,7,253,113,"NO"
43,3,95,0,6,153,138,"NO"
16,1,39,0,13,28,79,"NO"
17,2,33,0,12,66,51,"NO"
4,1,6,0,3,6,11,"NO"
34,2,41,0,7,21,105,"NO"
9,3,14,0,5,21,27,"NO"
4,1,9,0,2,1,23,"NO"
35,1,52,0,5,55,111,"YES"
2,1,7,0,5,1,11,"NO"
2,1,15,0,5,0,46,"YES"
53,5,93,0,12,78,134,"NO"
33,1,109,0,12,105,196,"YES"
18,3,66,0,16,78,101,"NO"
28,5,80,0,17,36,149,"YES"
9,1,15,0,2,21,43,"NO"
16,1,43,0,12,15,76,"NO"
2,1,7,0,3,1,10,"NO"
10,1,11,0,8,55,30,"NO"
80,1,101,0,9,105,292,"NO"
27,2,44,1,34,105,85,"NO"
94,1,204,0,27,105,307,"YES"
38,1,68,0,9,55,202,"YES"
101,2,122,2,35,66,316,"YES"
14,1,14,0,8,6,30,"NO"
4,3,9,0,2,6,17,"NO"
3,1,15,0,4,1,38,"NO"
21,1,13,0,3,6,37,"NO"
28,2,51,0,7,105,162,"YES"
13,3,19,0,8,10,39,"NO"
21,1,16,0,5,1,67,"NO"
16,2,21,0,2,45,55,"NO"
6,3,5,0,2,6,30,"NO"
7,1,16,0,8,21,39,"NO"
30,1,62,0,13,36,84,"NO"
19,2,34,0,5,45,84,"YES"
54,3,107,0,11,231,276,"NO"
7,1,23,0,3,1,33,"NO"
19,2,42,0,7,21,85,"NO"
8,2,26,0,4,6,37,"NO"
21,4,53,1,12,21,71,"NO"
32,3,101,0,18,120,250,"NO"
3,2,13,0,5,3,25,"NO"
5,1,9,0,3,10,20,"NO"
3,6,6,0,2,3,10,"NO"
14,4,30,1,12,45,53,"NO"
14,3,31,8,14,120,50,"NO"
89,4,150,0,28,435,349,"YES"
3,8,7,0,6,6,11,"NO"
101,1,218,1,7,190,370,"NO"
17,5,39,0,8,66,84,"NO"
1,1,2,0,1,0,3,"NO"
15,5,40,0,12,66,85,"NO"
26,5,50,0,8,28,96,"NO"
4,1,14,0,3,1,37,"NO"
1,1,7,0,3,0,10,"NO"
9,3,16,0,8,6,31,"NO"
53,2,132,0,35,153,402,"NO"
65,1,140,2,17,253,250,"NO"
13,1,23,0,7,6,40,"YES"
11,2,13,0,1,55,29,"NO"
4,2,15,0,7,6,23,"NO"
2,1,10,0,3,1,27,"NO"
12,2,37,0,10,21,83,"NO"
8,3,15,1,5,15,26,"NO"
3,2,16,0,5,0,23,"YES"
33,3,61,0,12,231,116,"YES"
5,1,9,1,9,15,18,"NO"
137,3,273,0,14,171,355,"YES"
46,3,87,0,15,171,152,"NO"
28,2,55,0,13,190,140,"NO"
84,7,92,2,24,741,185,"NO"
34,1,58,0,6,136,142,"YES"
3,1,8,0,3,3,16,"NO"
29,2,64,1,8,190,171,"YES"
2,3,2,0,1,1,6,"NO"
197,3,419,0,43,561,801,"YES"
14,1,28,0,23,66,38,"NO"
25,2,53,0,10,66,83,"NO"
5,1,11,9,2,15,21,"NO"
5,2,22,0,7,1,29,"NO"
8,2,14,0,3,6,27,"NO"
8,3,11,0,5,3,25,"NO"
50,3,106,0,11,231,272,"NO"
25,1,38,0,8,6,78,"NO"
51,4,93,0,19,120,187,"NO"
1,2,1,0,0,0,3,"NO"
2,1,4,0,2,1,15,"NO"
1,1,2,0,1,0,3,"NO"
23,1,69,0,9,15,161,"YES"
8,1,6,0,7,1,23,"NO"
